,id,Học phần điều kiện,Tên tiếng anh,Tên viết tắt,Viện Quản lý
3787,3787,,Distributed Systems and Applications,Các hệ thống phân tán và ứng dụng,KCNTT
3788,3788,,Technical Writing and Presentation,Technical Writing and Presentation,KCNTT
3789,3789,IT3080,IP Network Design and Implementation,Thiết kế và triển khai mạng IP,KCNTT
3790,3790,"(IT3030/IT3283),IT3080",IoT and Applications,IoT và ứng dụng,KCNTT
3791,3791,,Architecture of Information Systems and Applications,Kiến trúc các hệ thống thông tin và ứng dụng,KCNTT
3792,3792,"MI1111!,MI1141!,MI2020,(IT3010!/IT3011!),IT3190",Deep Learning and Its Applications,Học sâu và ứng dụng,KCNTT
3793,3793,IT3170/IT3680,Evolutionary Computation,Tính toán tiến hóa,KCNTT
3794,3794,IT3100,Cross-platform application development,Phát triển ứng dụng đa nền tảng,KCNTT
3795,3795,"IT3020,(IT3010/IT3011)",Planning Optimization,Tối ưu lập kế hoạch,KCNTT
3796,3796,IT1130/IT1110,E-Commerce,Thương mại điện tử,KKTVQL
3797,3797,,Enzyme in Food Technology,Enzym trong công nghệ thực phẩm,VCNSHVTP
3798,3798,,Food Packaging,Bao bì thực phẩm,VCNSHVTP
3799,3799,,Food Additives,Phụ gia Thực phẩm,VCNSHVTP
3800,3800,,Food Refrigeration Technology,Công nghệ lạnh Thực phẩm,VCNSHVTP
3801,3801,,Postharvest preservation,Bảo quản sau thu hoạch,VCNSHVTP
3802,3802,,Waste management in Food Industry,Quản lý chất thải trong công nghiệp thực phẩm,VCNSHVTP
3803,3803,,Sensory Analysis of Food,Kỹ thuật phân tích cảm quan thực phẩm,VCNSHVTP
3804,3804,,Project in Food Technology,Đồ án chuyên ngành CNTP,VCNSHVTP
3805,3805,,Microbiological Control in Food,Kiểm soát vi sinh vật trong Thực phẩm,VCNSHVTP
3806,3806,,Food Analysis,Phân tích thành phần lý hóa thực phẩm,VCNSHVTP
3807,3807,,Food Quality Assurance and Management System,Hệ thống quản lý và đảm bảo chất lượng thực phẩm,VCNSHVTP
3808,3808,,Statistical analysis in Food Technology,Thống kê ứng dụng trong Công nghệ Thực phẩm,VCNSHVTP
3809,3809,,Food Marketing,Marketing thực phẩm,VCNSHVTP
3810,3810,,Project in Food Quality Management,Đồ án Chuyên ngành Quản lý chất lượng,VCNSHVTP
3811,3811,,Food Processing Machines and Equipments,Máy và thiết bị chế biến thực phẩm,VCNSHVTP
3812,3812,,Automatic Control in Food-Processing Industry,Điều khiển tự động các quá trình công nghệ thực phẩm,VCNSHVTP
3813,3813,,Procces and Equipment Lab,Thí nghiệm chuyên ngành QTTB,VCNSHVTP
3814,3814,,Automatic Machines in Food Processing,Máy tự động trong sản xuất TP,VCNSHVTP
3815,3815,,Project in Procces and Equipment,Đồ án chuyên ngành QTTB,VCNSHVTP
3816,3816,,Engineering Practicum,Thực tập kỹ thuật,VCNSHVTP
3817,3817,,Bachelor Final Project,Đồ án tốt nghiệp cử nhân,VCNSHVTP
3818,3818,,Waste Biotreatment,Kỹ thuật sinh học xử lý chất thải,VCNSHVTP
3819,3819,,Technical Writing and Presentation,Technical Writing and Presentation,VKHVCNMT
3820,3820,,Selected Topics in environmental technology I,Chuyên đề công nghệ môi trường I,VKHVCNMT
3821,3821,,Automation and Control in Environmental Engineering,T? đ?ng hóa và đi?u khi?n trong k? thu?t môi trư?ng,KD
3822,3822,,Assessment of Environmental Impact,Đánh giá tác động môi trường,VKHVCNMT
3823,3823,,Cleaner Production Principles,Nguyên lý sản xuất sạch hơn,VKHVCNMT
3824,3824,,Environmental Monitoring,Quan trắc môi trường,VKHVCNMT
3825,3825,,Environmental Law and Policy,Luật và chính sách môi trường,VKHVCNMT
3826,3826,,Environmental Economics,Kinh tế môi trường,VKHVCNMT
3827,3827,,Energy for Sustainable Process,Năng lượng và phát triển bền vững,VKHVCNMT
3828,3828,,Occupation Health and Safety,An toàn sức khỏe nghề nghiệp,VKHVCNMT
3829,3829,,Urban Environmental Management,Quản lý môi trường đô thị và khu công nghiệp,VKHVCNMT
3830,3830,,Bachelor Final Project,Đồ án tốt nghiệp cử nhân,VKHVCNMT
3831,3831,,Microbiology II - Environmental Microbiology,Vi sinh vật II - môi trường,VCNSHVTP
3832,3832,,Environmental Management,Quản lý môi trường,VKHVCNMT
3833,3833,,Molecular and Immunological Methods in Food Industry,Kỹ thuật phân tích phân tử trong CNTP,VCNSHVTP
3834,3834,,Microbiology II - Food Technology,Vi sinh vật II - thực phẩm,VCNSHVTP
3835,3835,,Practical work in Fermentation Engineering,Thí nghiệm kỹ thuật lên men,VCNSHVTP
3836,3836,,Downstream processing,Kỹ thuật thu hồi hoàn thiện sản phẩm,VCNSHVTP
3837,3837,,Microbiology II - Industrial Microbiology,Vi sinh vật II - công nghiệp,VCNSHVTP
3838,3838,,Enzymology,Enzyme học,VCNSHVTP
3839,3839,,Animal Cell Culture,Công nghệ tế bào động vật,VCNSHVTP
3840,3840,,Molecular Diagnostics,Kỹ thuật phân tích và chẩn đoán phân tử,VCNSHVTP
3841,3841,,Techniques of Virus Cultivation,Kỹ thuật nuôi cấy vi rút,VCNSHVTP
3842,3842,,Recombinant DNA Technology,Công nghệ DNA tái tổ hợp,VCNSHVTP
3843,3843,,Technical Writing and Presentation,Technical Writing and Presentation,VCNSHVTP
3844,3844,,Design Project,Đồ án thiết kế,KD
3845,3845,,Electrical Drives,Truyền động điện,KD
3846,3846,,Power Electronics,Điện tử công suất,KD
3847,3847,,Logic Control and PLC,Điều khiển logic và PLC,KD
3848,3848,,Electrical Machines,Máy điện,KD
3849,3849,,Power Supply Systems,Hệ thống cung cấp điện,KD
3850,3850,,Plant Bioactive Compound Lab,TN thu nhận các hoạt chất sinh học từ thực vật,VCNSHVTP
3851,3851,,Genetically Modified Organism and Application,Sinh vật biến đổi gen và ứng dụng,VCNSHVTP
3852,3852,,Plant Cell and Tissue Culture Technology,Công nghệ nuôi cấy mô tế bào thực vật,VCNSHVTP
3853,3853,,Practical work in Animal Cell Technology,TN kỹ thuật nuôi cấy tế động vật,VCNSHVTP
3854,3854,,Enzyme Technology Lab,TN Công nghệ enzyme,VCNSHVTP
3855,3855,,Waste Treatment Bioengineering Lab,TN Kỹ thuật sinh học xử lý chất thải,VCNSHVTP
3856,3856,,Engineering Practicum,Thực tập kỹ thuật KTSH,VCNSHVTP
3857,3857,,Bachelor Final Project,Đồ án tốt nghiệp cử nhân,VCNSHVTP
3858,3858,,Group Communication,Kỹ năng giao tiếp nhóm,KNN
3859,3859,,Analytical Dynamics and Tutorial,Động lực học phân tích,VCKDL
3860,3860,,Mechanics of Materials and Tutorial,Cơ học vật liệu,VCKDL
3861,3861,,Thermodynamics and Tutorial,Nhiệt động học,VCKDL
3862,3862,,Fluid Mechanics,Kỹ thuật thủy khí,VCKDL
3863,3863,IT3090,Big data storage and processing,Lưu trữ và xử lý dữ liệu lớn,KCNTT
3864,3864,IT4263,Network Attack and Defense,Phòng chống tấn công mạng,KCNTT
3865,3865,"(MI1140!/MI1141!),MI2020,(IT3010/IT3011)",Information Retrieval,Tìm kiếm thông tin,KCNTT
3866,3866,"(IT3040/IT3120),(IT3090/IT3292),IT3190=",Introduction to Data Science,Nhập môn Khoa học dữ liệu,KCNTT
3867,3867,"IT3040,IT3120",Recommender System,Hệ gợi ý,KCNTT
3868,3868,,Technical Writing and Presentation,Technical Writing and Presentation,KKHVCNVL
3869,3869,,Operating Systems,Hệ điều hành,KDTVT
3870,3870,,C/C++ Programming Language,Kỹ thuật lập trình C/C++,KDTVT
3871,3871,,Bachelor Thesis,Đồ án tốt nghiệp cử nhân,KCNTT
3872,3872,IT3180/IT4080/IT4082,User Interface and User Experience,Giao diện và trải nghiệm người dùng,KCNTT
3873,3873,TE3610,Ship Design Theory,Lý thuyết thiết kế tàu thủy,VCKDL
3874,3874,TE3610,Ship and floating vehicle construction,Kết cấu thân tàu và phương tiện nổi,VCKDL
3875,3875,"TE3610,TE3651",Building Technology for Floating Vehicles,Công nghệ đóng tàu và phương tiện nổi,VCKDL
3876,3876,TE3610,Computer Aided for Ship Engineering,Ứng dụng tin học trong kỹ thuật tàu thủy,VCKDL
3877,3877,TE3610,Ship Power Systems,Trang bị năng lượng tàu thủy,VCKDL
3878,3878,TE3610,Ship Auxiliary Machinery,Thiết bị - Hệ thống tàu thủy và phương tiện nổi,VCKDL
3879,3879,"TE3610,TE3651",Repair Technology for floating Vehicles,Công nghệ sửa chữa tàu và phương tiện nổi,VCKDL
3880,3880,,Information Theory,Lý thuyết thông tin,KDTVT
3881,3881,,Analog Electronics II,Điện tử tương tự II,KDTVT
3882,3882,,Electronic Engineering,Kỹ thuật điện tử,KDTVT
3883,3883,,Mass Transfer Process and Equipment,Quá trình và thiết bị chuyển khối,VCNSHVTP
3884,3884,,Heat Transfer Process and Equipment,Quá trình và thiết bị truyền nhiệt,VCNSHVTP
3885,3885,,Food Quality Analysis and Inspection,Các phương pháp phân tích và kiểm tra chất lượng thực phẩm(CN),VCNSHVTP
3886,3886,,Project I: Processes and Equipments,Đồ án I - Quá trình thiết bị,VCNSHVTP
3887,3887,,Project II: Food-Processing,Đồ án II – Công nghệ thực phẩm,VCNSHVTP
3888,3888,,Food Materials and Additives,Nguyên liệu và phụ gia thực phẩm,VCNSHVTP
3889,3889,,Food Processing,Công nghệ sản xuất thực phẩm,VCNSHVTP
3890,3890,,Food Preservation,Bảo quản thực phẩm,VCNSHVTP
3891,3891,,Food Quality Management Systems,Hệ thống Quản lý chất lượng thực phẩm,VCNSHVTP
3892,3892,,Advanced Experiments in Food Technology,Thí nghiệm chuyên ngành CNTP,VCNSHVTP
3893,3893,,Industrial Internship,Thực tập công nghiệp,VCNSHVTP
3894,3894,,Bachelor Final Project,Đồ án tốt nghiệp cử nhân,VCNSHVTP
3895,3895,ET2060,Digital Signal Processing,Xử lý số tín hiệu,KDTVT
3896,3896,IT3080/IT3580,Network Programming,Lập trình mạng,KDTVT
3897,3897,,Project II: System Analysis and Design,Đồ án II: Phân tích thiết kế hệ thống,KCNTT
3898,3898,,Project of Applied Management Science in Business,Đồ án ứng dụng Quản trị học vào kinh doanh,KKTVQL
3899,3899,CH1010/CH1015,General Chemical Engineering,Kỹ thuật hóa học đại cương,KCNHH
3900,3900,,Electronic Devices,Cấu kiện điện tử,KDTVT
3901,3901,,Project II,Đồ án II,KDTVT
3902,3902,,Power Electronics,Điện tử công suất,KDTVT
3903,3903,,Bachelor Final Project,Đồ án tốt nghiệp cử nhân,KDTVT
3904,3904,,Industrial Internship,Thực tập công nghiệp,KDTVT
3905,3905,,Java Programming,Lập trình Java,KCNTT
3906,3906,,Android Programming,Lập trình Android,KCNTT
3907,3907,,Project 3: Technology Orientation,Đồ án 3: Định hướng công nghệ,KCNTT
3908,3908,,Computational methods for materials scientists and engineers,Phương pháp tính toán vật liệu,KKHVCNVL
3909,3909,,Lab 1,Thí nghiệm 1,KKHVCNVL
3910,3910,,Materials science,Vật liệu học,KKHVCNVL
3911,3911,,Nuclear Physics,Vật lý hạt nhân,VVLKT
3912,3912,,Interaction of Radiation with Matter,Tương tác bức xạ với vật chất,VVLKT
3913,3913,,Monte Carlo Method in Nuclear Engineering,Phương pháp Monte Carlo trong kỹ thuật hạt nhân,VVLKT
3914,3914,,Radiation Detectors,Đầu dò bức xạ,VVLKT
3915,3915,,Experimental Nuclear Physics,Đo đạc thực nghiệm hạt nhân,VVLKT
3916,3916,,Numerical Methods and Applied Programming,PP tính toán số và lập trình ứng dụng,VVLKT
3917,3917,,Dosimetry and Radiation Safety,Liều lượng học và an toàn bức xạ,VVLKT
3918,3918,,Radiation Shielding,Che chắn bức xạ,VVLKT
3919,3919,,Introduction to Accelerators,Cơ sở máy gia tốc,VVLKT
3920,3920,,Nuclear Analytical Techniques,Kỹ thuật phân tích hạt nhân,VVLKT
3921,3921,,Electronic Engineering,Kỹ thuật điện tử,VVLKT
3922,3922,,Digital Electronics for Nuclear Physics,Điện tử số hạt nhân,VVLKT
3923,3923,,Nuclear Instrumentation,Thiết bị hạt nhân,VVLKT
3924,3924,,Basic Practice,Thực tập cơ sở,VVLKT
3925,3925,,Nuclear Engineering Practice,Thực tập kỹ thuật hạt nhân,VVLKT
3926,3926,,Introduction to optics and optoelectronics,"Cơ sở quang học, quang ĐT",VVLKT
3927,3927,,Embedded systems and applications,Hệ thống nhúng và ứng dụng,VVLKT
3928,3928,"(MI1111/MI1110),(MI1121/MI1120)",Fluid Mechanics,Kỹ thuật thủy khí,VCKDL
3929,3929,ME2215/ME2112/ME2142,Aircraft Material,Vật liệu hàng không,VCKDL
3930,3930,,English for Shipbuilding Engineering,Tiếng Anh chuyên ngành KTTT,VCKDL
3931,3931,"(ME2215/ME2112/ME2142),(ME3191/ME2102)",Ship Structural Mechanics,Cơ kết cấu tàu thủy,VCKDL
3932,3932,"ME2011,(ME2201/ME2012)",Ship Technical Drawing,Vẽ kỹ thuật tàu thủy,VCKDL
3933,3933,"(EE2012/EE2010),ET2010,TE3831",Aircraft Systems I,Các hệ thống trên máy bay I,VCKDL
3934,3934,,The basics of textile technology,Đại cương công nghệ sợi dệt,KCNDMVTT
3935,3935,,Garment Production Management,Quản lý sản xuất ngành may,KCNDMVTT
3936,3936,,Management in Garment,Quản lý chất lượng ngành may,KCNDMVTT
3937,3937,,Management in Textile,Quản lý chất lượng ngành dệt,KCNDMVTT
3938,3938,,Technical English for Textile Engineering,Tiếng Anh chuyên ngành dệt,KCNDMVTT
3939,3939,,English specialized in Clothing technology,Tiếng Anh chuyên ngành may,KCNDMVTT
3940,3940,,Textile material,Vật liệu dệt,KCNDMVTT
3941,3941,,Garment material,Vật liệu May,KCNDMVTT
3942,3942,,Yarn and fabric practice,"Thực hành sợi, vải",KCNDMVTT
3943,3943,,Safety and environment in Textile Industry,An toàn lao động và môi trường ngành dệt,KCNDMVTT
3944,3944,,Woven fabric structure,Cấu trúc vải dệt thoi,KCNDMVTT
3945,3945,,Structure of knitted fabrics,Cấu trúc vải dệt kim,KCNDMVTT
3946,3946,,Introduction of Textile chemical processing,Đại cương xử lý hóa học sản phẩm dệt,KCNDMVTT
3947,3947,,Operations Management,Quản trị sản xuất (BTL),KKTVQL
3948,3948,EM1170,Business Legal Environment,Luật kinh doanh,KKTVQL
3949,3949,,Business Ethics,Đạo đức kinh doanh,KKTVQL
3950,3950,EM1100/EM3100,Theory of Finance and Monetary,Lý thuyết tài chính tiền tệ,KKTVQL
3951,3951,EM3500,Corporate Finance,Tài chính doanh nghiệp,KKTVQL
3952,3952,"(EM1100,EM1110)/(EM3100,EM3110)",Tax and Taxation System,Thuế và hệ thống thuế,KKTVQL
3953,3953,EM3500,Financial Accounting 1,Kế toán tài chính 1 (BTL),KKTVQL
3954,3954,EM1100/EM3100,Managerial Economics,Kinh tế và quản lý công nghiệp,KKTVQL
3955,3955,,Supply Chain Management,Quản trị chuỗi cung ứng,KKTVQL
3956,3956,,Oil and Natural Gas Economics,Kinh tế dầu khí,KKTVQL
3957,3957,,Swithgear and protection systems,Thiết bị đóng cắt và bảo vệ,KD
3958,3958,,Introduction to Thermal Engineering,Nhập môn kỹ thuật nhiệt - lạnh,VKHVCNNL
3959,3959,,Combustion Engineering,Kỹ thuật cháy,VKHVCNNL
3960,3960,,Microstructural evolution in materials,Sự hình thành tổ chức tế vi vật liệu,KKHVCNVL
3961,3961,,"Electronic, optical and magnetic properties of materials","Tính chất quang, điện, từ của vật liệu",KKHVCNVL
3962,3962,,Materials processing in materials,Các quá trình trong kỹ thuật vật liệu,KKHVCNVL
3963,3963,,Environmental Ecology,Sinh thái học môi trường,VKHVCNMT
3964,3964,,Wastewater Treatment Engineering,Kỹ thuật xử lý nước thải,VKHVCNMT
3965,3965,,Solid Waste Management,Quản lý chất thải rắn,VKHVCNMT
3966,3966,,Project III,Project III,KCNTT
3967,3967,,English for Business Administration,Anh văn ngành QTKD,VDTLT
3968,3968,,Power System Protection and Control I,Bảo vệ và điều khiển HTĐ I,VDTLT
3969,3969,,Power System Protection and Control II,Bảo vệ và điều khiển HTĐ II,VDTLT
3970,3970,,Project III: Power Systems,Đồ án III,VDTLT
3971,3971,,Graduation Project,Đồ án tốt nghiệp,VDTLT
3972,3972,,Organizational Behaviors,Hành vi tổ chức,VDTLT
3973,3973,,Power Supply Systems,Hệ thống cung cấp điện,VDTLT
3974,3974,,Management Information Systems,Hệ thống thông tin QT,VDTLT
3975,3975,,Corporate Accounting,Kê toán doanh nghiệp,VDTLT
3976,3976,,Graduation Thesis,Khóa luận tốt nghiệp,VDTLT
3977,3977,,International Economics,Kinh tế học quốc tế,VDTLT
3978,3978,,Microeconomics,Kinh tế học vi mô,VDTLT
3979,3979,,Macroeconomics,Kinh tế học vĩ mô,VDTLT
3980,3980,,Econometrics,Kinh tế lượng,VDTLT
3981,3981,,High Voltage Engineering I,KTĐ cao áp I,VDTLT
3982,3982,,High-Voltage Engineering II,Kỹ thuật điện cao áp II,VDTLT
3983,3983,,Business Law,Luật kinh doanh,VDTLT
3984,3984,,Electrical Power Networks,Lưới điện,VDTLT
3985,3985,,Fundamentals of Marketing,Marketing cơ bản,VDTLT
3986,3986,,Short Circuit Analysis,Ngắn mạch trong HTĐ,VDTLT
3987,3987,,Principles of Accounting,Nguyên lý kế toán,VDTLT
3988,3988,,Hydro Power Plants,Nhà máy thủy điện,VDTLT
3989,3989,,Power System Stability,Ổn định HTĐ,VDTLT
3990,3990,,Electrical Components of Power Plants and Substations,Phần điện NMĐ và TBA,VDTLT
3991,3991,,Corporate Performance Analysis,Phân tích hoạt động kinh doanh,VDTLT
3992,3992,,Human Resource Management,Quản lý nhân lực,VDTLT
3993,3993,,Quality Management,Quản trị chất lượng,VDTLT
3994,3994,,Strategy Management,Quản trị chiến lược,VDTLT
3995,3995,,Technology Management,Quản trị công nghệ,VDTLT
3996,3996,,Project Management,Quản trị dự án,VDTLT
3997,3997,,Management Science,Quản trị học,VDTLT
3998,3998,,Marketing Management,Quản trị marketing,VDTLT
3999,3999,,Educational Psychology,Tâm lý học giáo dục,KSPKT
4000,4000,,Programming Techniques,Kỹ thuật lập trình,VMICA
4001,4001,,Basic Arts,Mỹ thuật căn bản,KSPKT
4002,4002,,Introduction to Educational Technology,Nhập môn ngành Công nghệ Giáo dục,KSPKT
4003,4003,,Instructional Design,Thiết kế dạy học,KSPKT
4004,4004,,Instructional Technology,Công nghệ dạy học,KSPKT
4005,4005,,Instructional Skills,Kĩ năng dạy học,KSPKT
4006,4006,,Evaluation Techniques and Tools,Công cụ và Kĩ thuật đánh giá,KSPKT
4007,4007,,Practical Project Management,Quản trị dự án,KSPKT
4008,4008,,Principles of Adult Learning,Giáo dục người lớn,KSPKT
