,id,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Trọng số
3500,3500,TEX4371,Công nghệ vải không dệt,2(2-0-1-4),2,3.5,0.7
3501,3501,TEX4372,Thực hành may nâng cao,2(0-0-4-4),2,6,0.5
3502,3502,TEX4382,Thiết kế trang phục,2(2-1-0-4),2,3,0.6
3503,3503,TEX4911,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.5
3504,3504,TEX4912,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.5
3505,3505,TEX4921,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
3506,3506,TEX4922,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
3507,3507,CH3404,Quá trình và thiết bị CNHH,3(3-1-0-6),3,4,0.7
3508,3508,TEX4004,Thiết kế giầy cơ bản,2(2-1-0-4),2,3,0.6
3509,3509,TEX5164,Công nghệ thuộc và hoàn tất da,2(2-0-0-4),2,2,0.7
3510,3510,BF4093,Thí nghiệm hóa sinh thực phẩm,3(0-0-6-6),3,9,0.7
3511,3511,BF4094,Vi sinh vật thực phẩm,2(2-0-0-4),2,2,0.7
3512,3512,BF4095,Thí nghiệm vi sinh vật thực phẩm,3(0-0-6-6),3,9,0.7
3513,3513,CH3432,Quá trình và thiết bị truyền nhiệt-chuyển khối,3(2-1-1-6),3,4.5,0.7
3514,3514,CH3910,Thực tập công nghiệp,12(0-0-24-24),12,24,0.5
3515,3515,CH4910,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
3516,3516,EE2111,Điện tử tương tự và số,4(3-1-1-8),4,5.5,0.7
3517,3517,EE2200,Hệ thống và thiết bị đo,3(3-0-1-6),3,4.5,0.7
3518,3518,EE2201,Hệ thống và thiết bị điều khiển,3(3-0-1-6),3,4.5,0.7
3519,3519,EE3411,Hệ thống biến đổi điện cơ,4(3-0-2-6),4,6,0.7
3520,3520,EE3423,Hệ thống cung cấp điện,4(3-0-2-6),4,6,0.7
3521,3521,EE3551,Hệ thống điều khiển quá trình,4(3-0-2-6),4,6,0.7
3522,3522,EE4800,Thực tập công nghiệp,12(0-0-24-24),12,24,0.5
3523,3523,EE4900,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
3524,3524,IT3540,Kỹ thuật lập trình,3(2-0-2-6),3,5,0.7
3525,3525,IT3580,Mạng máy tính,3(3-0-1-6),3,4.5,0.7
3526,3526,IT3590,Cơ sở dữ liệu,3(2-1-2-6),3,6,0.7
3527,3527,IT3600,Lập trình hướng đối tượng,3(3-0-1-6),3,4.5,0.7
3528,3528,IT3911,Đồ án I: Lập trình,3(0-0-6-6),3,6,0.7
3529,3529,ME3061,Cơ sở thiết kế máy,4(4-0-1-8),4,5.5,0.6
3530,3530,ME3071,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,0.7
3531,3531,ME3081,Thiết kế hệ thống cơ điện tử,2(2-1-0-4),2,3,0.7
3532,3532,ME4228,Đồ án thiết kế hệ thống CĐT,2(0-0-4-4),2,4,1
3533,3533,ME4229,CAD/CAM/CNC,2(2-0-1-4),2,3.5,0.7
3534,3534,TE3031,"Nhiên liệu, dầu mỡ và khí thải",3(3-1-0-6),3,4,0.7
3535,3535,TE3230,Đồ án công nghệ kỹ thuật ô tô,2(0-2-2-4),2,4,1
3536,3536,TE4011,Thí nghiệm động cơ đốt trong,3(3-0-1-6),3,9,0.7
3537,3537,TE4021,"Sử dụng, sửa chữa ĐCĐT",3(3-0-1-6),3,4.5,0.7
3538,3538,TE4201,"Điện, điện tử ô tô",3(3-0-1-6),3,4.5,0.7
3539,3539,TE4211,Bảo dưỡng sửa chữa ô tô,3(3-0-1-6),3,4.5,0.6
3540,3540,BF2011,Thí nghiệm hóa sinh thực phẩm,3(0-0-6-6),3,9,1
3541,3541,BF2012,Vi sinh vật thực phẩm,2(2-0-0-4),2,2,0.7
3542,3542,BF2013,Thí nghiệm vi sinh vật thực phẩm,3(0-0-6-6),3,9,0.7
3543,3543,TE4001,Thực tập công nghiệp,12(0-0-24-24),12,24,0.5
3544,3544,TE4221,Công nghệ khung vỏ ô tô,2(2-1-0-4),2,3,0.6
3545,3545,TE4991,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
3546,3546,EE3811,Đồ án I,2(0-0-4-8),2,4,1
3547,3547,EE3821,Đồ án II,2(0-0-4-8),2,4,1
3548,3548,TE4471,Truyền động và tự động khí nén,2(2-0-1-4),2,3.5,0.7
3549,3549,TEX5184,Đồ án tạo mẫu sản phẩm da giầy,2(0-0-4-4),2,4,0.5
3550,3550,CH4039,Nhiên liệu sạch,2(2-1-0-4),2,3,0.7
3551,3551,CH5080,Thực tập tốt nghiệp,3(0-0-6-6),3,7.5,0.5
3552,3552,CH5090,Đồ án tốt nghiệp,9(0-0-18-18),9,22.5,0.5
3553,3553,FL4225,Ngữ nghĩa học,3(3-0-0-6),3,3,0.5
3554,3554,FL4117,Biên dịch KHCN nâng cao (BTL),3(3-1-0-6),3,4,0.6
3555,3555,FL4118,Phiên dịch KHCN nâng cao,3(2-0-2-6),3,5,0.5
3556,3556,FL4226,Tiếng Anh trên thế giới,2(2-1-0-4),2,3,0.5
3557,3557,FL4119,Biên - Phiên dịch KHCN,3(2-0-2-6),3,5,0.5
3558,3558,FL4227,Phân tích ngôn ngữ,3(3-0-0-6),3,3,0.6
3559,3559,FL4902,Tiếng Anh chuyên ngành theo dự án (BTL),3(3-1-0-6),3,4,0.5
3560,3560,FL4903,Nghiên cứu ngôn ngữ theo dự án (BTL),3(3-1-0-6),3,4,0.5
3561,3561,FL4900,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,0.6
3562,3562,FL4901,Khóa luận tốt nghiệp,6(0-0-12-24),6,15,0.5
3563,3563,ME2000,Nhập môn kỹ thuật cơ khí,3(2-1-1-6),3,4.5,0.7
3564,3564,IT4142E,Introduction to Data Science,2(2-1-0-4),2,3,0.6
3565,3565,IT4242E,Machine Learning and Data Mining,2(2-1-0-4),2,3,0.6
3566,3566,IT4342E,Computer Vision,2(2-1-0-4),2,3,0.5
3567,3567,ME2215,Cơ học kỹ thuật 1,2(2-1-0-3),2,3,0.7
3568,3568,CH2003,Nhập môn hóa học,2(2-0-1-4),2,3.5,0.7
3569,3569,MSE4336,Vật liệu nano,3(2-1-0-6),3,3,0.7
3570,3570,BF2511,Nhập môn Công nghệ thực phẩm,2(2-0-1-4),2,3.5,0.6
3571,3571,BF2701,Nhập môn kỹ thuật sinh học,2(1-1-1-4),2,3.5,0.5
3572,3572,BF2702,Hóa sinh,4(4-0-0-8),4,4,0.6
3573,3573,BF2703,Thí nghiệm hóa sinh,2(0-0-4-4),2,6,0.8
3574,3574,BF3501,Thí nghiệm vi sinh vật thực phẩm,2(0-0-4-4),2,6,0.7
3575,3575,BF3507,Hoá sinh,4(4-0-0-8),4,4,0.6
3576,3576,BF3508,Thí nghiệm hóa sinh,2(0-0-4-4),2,6,0.8
3577,3577,BF3509,Vi sinh vật thực phẩm,3(3-0-0-6),3,3,0.6
3578,3578,BF3513,Công nghệ thực phẩm đại cương,3(3-0-0-6),3,3,0.7
3579,3579,BF3514,Dinh dưỡng,2(2-0-0-4),2,2,0.7
3580,3580,BF3515,An toàn thực phẩm,2(2-0-0-4),2,2,0.7
3581,3581,BF3522,Vật lý học Thực phẩm,2(2-0-0-4),2,2,0.6
3582,3582,BF3524,Phương pháp đánh giá chất lượng thực phẩm,4(3-0-2-8),4,6,0.7
3583,3583,BF3525,Quản lý chất lượng trong công nghiệp thực phẩm,2(2-0-0-4),2,2,0.7
3584,3584,BF3531,Quá trình và thiết bị CNTP I,2(2-0-1-4),2,3.5,0.7
3585,3585,BF3532,Quá trình và thiết bị CNTP II,3(2-1-1-6),3,4.5,0.7
3586,3586,BF3533,Quá trình và thiết bị CNTP III,3(2-1-1-6),3,4.5,0.7
3587,3587,BF3534,Kỹ thuật đo lường và lý thuyết điều khiển tự động trong CNTP,3(3-0-1-6),3,4.5,0.7
3588,3588,BF3536,Đồ án I – Quá trình và thiết bị CNTP,1(0-2-0-2),1,2,0.5
3589,3589,BF3701,Vi sinh vật I,3(3-0-0-6),3,3,0.7
3590,3590,BF3702,Thí nghiệm vi sinh vật,2(0-0-4-4),2,6,0.7
3591,3591,BF3703,Sinh học tế bào,2(2-0-1-4),2,3.5,0.7
3592,3592,BF3706,Kỹ thuật gen,2(2-0-1-4),2,3.5,0.7
3593,3593,BF3707,Tin sinh học,2(1-0-2-4),2,4,0.6
3594,3594,BF3708,Phương pháp phân tích trong CNSH,2(2-0-1-4),2,3.5,0.6
3595,3595,BF3711,Quá trình và thiết bị CNSH I,2(1-1-1-4),2,3.5,0.7
3596,3596,BF3712,Quá trình và thiết bị CNSH II,3(2-1-1-6),3,4.5,0.7
3597,3597,BF3713,Quá trình và thiết bị CNSH III,2(2-1-0-4),2,3,0.6
3598,3598,BF3714,Đồ án quá trình và thiết bị CNSH,1(0-2-0-2),1,2,0.5
3599,3599,BF4725,Kỹ thuật đo lường và điều khiển tự động trong CNSH,2(2-0-1-4),2,3.5,0.7
3600,3600,BF4726,Quản lý chất lượng trong CNSH,2(2-0-0-4),2,2,0.7
3601,3601,BF4727,Đồ án chuyên ngành KTSH,2(0-4-0-4),2,4,0.5
3602,3602,CH3009,Hóa học trong CN in,2(2-1-0-4),2,3,0.6
3603,3603,CH3042,Hóa lý I,3(3-1-0-6),3,4,0.5
3604,3604,CH3061,Hóa lý II,3(3-1-0-6),3,4,0.7
3605,3605,CH3072,Thí nghiệm Hóa lý,1(0-0-2-2),1,3,0.7
3606,3606,CH3202,Hóa Hữu cơ I,3(3-1-0-6),3,4,0.7
3607,3607,CH3203,Hóa Hữu cơ II,2(2-1-0-4),2,3,0.7
3608,3608,CH3208,Cơ sở hóa học hương liệu,2(2-1-0-4),2,3,0.7
3609,3609,CH3546,Cơ khí ứng dụng trong kỹ thuật hóa học,3(3-1-0-6),3,4,0.7
3610,3610,CH3612,Lý thuyết phục chế màu,3(3-1-0-6),3,4,0.6
3611,3611,CH3613,Thí nghiệm màu,1(0-0-2-2),1,3,0.7
3612,3612,CH3631,Vật liệu ngành in,3(3-1-0-6),3,4,0.6
3613,3613,CH3632,Thí nghiệm Vật liệu,1(0-0-2-2),1,3,0.6
3614,3614,CH3641,Kỹ thuật chế bản điện tử,2(2-1-0-6),2,3,0.6
3615,3615,CH3642,TN chế bản điện tử,1(0-0-2-2),1,3,0.7
3616,3616,CH3650,Thiết kế xuất bản phẩm,2(1-2-0-4),2,3,0.6
3617,3617,CH3651,Thiết kế bao bì,2(1-2-0-4),2,3,0.7
3618,3618,CH3903,Đồ án nghiên cứu,2(0-0-4-4),2,4,0.5
3619,3619,CH4720,Kỹ thuật chế khuôn in,2(2-1-0-4),2,3,0.6
3620,3620,CH4721,Thí nghiệm chế khuôn,1(0-0-2-2),1,3,0.7
3621,3621,CH4722,Thí nghiệm in số,1(0-0-2-2),1,3,0.7
3622,3622,CH4727,Thiết bị và dụng cụ đo,2(2-1-0-4),2,3,0.7
3623,3623,CH4749,Thí nghiệm in offset,1(0-0-2-2),1,3,0.7
3624,3624,CH4751,Kỹ thuật in flexo và in lõm,3(3-1-0-6),3,4,0.6
3625,3625,EE2022,Lý thuyết mạch điện II,3(2-1-1-6),3,4.5,0.7
3626,3626,EE2090,Kỹ thuật Điện và Điều khiển quá trình,2(2-0-1-4),2,3.5,0.6
3627,3627,EE3288,Lý thuyết điều khiển tuyến tính,3(3-1-0-6),3,4,0.5
3628,3628,EE3426,Hệ thống cung cấp điện (BTL),3(3-1-0-6),3,4,0.7
3629,3629,EE3482,Vật liệu điện,3(3-0-1-6),3,4.5,0.7
3630,3630,EE3491,Kỹ thuật lập trình,2(2-1-0-4),2,3,0.6
3631,3631,EM3300,Quản trị quy trình kinh doanh,2(2-1-0-4),2,3,0.6
3632,3632,EM3310,Mô phỏng hoạt động kinh doanh,2(2-1-0-4),2,3,0.6
3633,3633,EM3526,Anh văn chuyên ngành Kế toán,2(2-1-0-4),2,3,0.6
3634,3634,EM3527,Anh văn chuyên ngành TCNH,2(2-1-0-4),2,3,0.6
3635,3635,EM3600,Phân tích dữ liệu và Tri thức kinh doanh,3(2-1-1-6),3,4.5,0.6
3636,3636,EM4130,Kinh tế đầu tư,3(3-1-0-6),3,4,0.6
3637,3637,EM4425,Mô hình tối ưu,2(2-1-0-4),2,3,0.6
3638,3638,EM4430,Quản trị đổi mới,2(2-1-0-4),2,3,0.6
3639,3639,EV2101,Thủy lực trong công nghệ môi trường,3(2-1-1-6),3,4.5,0.6
3640,3640,EV2102,Truyền nhiệt trong công nghệ môi trường,2(2-1-0-4),2,3,0.7
3641,3641,EV2111,Kỹ thuật môi trường đại cương,3(2-2-0-6),3,4,0.7
3642,3642,EV3103,Chuyển khối trong công nghệ môi trường,3(2-1-1-6),3,4.5,0.6
3643,3643,EV3104,Kỹ thuật phản ứng,2(2-1-0-4),2,3,0.6
3644,3644,EV3105,Hóa sinh môi trường,3(3-0-1-6),3,4.5,0.65
3645,3645,EV3106,Hóa học môi trường,3(3-0-1-6),3,4.5,0.6
3646,3646,EV3107,Vi sinh môi trường,3(3-0-1-6),3,4.5,0.65
3647,3647,EV3108,Đồ án I,2(0-4-0-4),2,4,0.5
3648,3648,EV3109,Kỹ thuật kiểm soát ô nhiễm không khí,3(3-0-1-6),3,4.5,0.7
3649,3649,EV3224,Phân tích chất lượng môi trường,3(2-0-2-6),3,5,0.6
3650,3650,EV3225,Quản lý chất thải nguy hại,2(2-1-0-4),2,3,0.6
3651,3651,IT3150,Project I,2(0-0-4-8),2,4,0.5
3652,3652,IT3160,Nhập môn Trí tuệ nhân tạo,3(3-1-0-6),3,4,0.6
3653,3653,FL1144,Listening,3(2-2-0-6),0,4,0.5
3654,3654,BF3050,Hoá sinh,4(4-0-0-8),4,4,0.7
3655,3655,IT3290E,Database Lab,2(0-0-4-4),2,6,0.7
3656,3656,IT4182E,Compiler Construction Lab,2(0-0-4-4),2,6,0.7
3657,3657,IT3280E,Assembly Language and Computer Architecture Lab,2(0-0-4-4),2,6,0.7
3658,3658,IT4552E,Web Programming,2(0-0-4-4),2,6,0.7
3659,3659,IT4062E,Network Programming,2(0-0-4-4),2,6,0.5
3660,3660,IT4944E,ITSS Linux System and Network Management,2(0-0-4-4),2,6,0.7
3661,3661,IT4945E,ITSS Software Development,2(0-0-4-4),2,6,0.5
3662,3662,IT4946E,ITSS Embedded Linux,2(0-0-4-4),2,6,0.7
3663,3663,IT4947E,ITSS Project Management for Embedded System,2(0-0-4-4),2,4,0.7
3664,3664,IT3170,Thuật toán ứng dụng,2(2-0-1-4),2,3.5,0.6
3665,3665,IT3180,Nhập môn công nghệ phần mềm,3(2-2-0-6),3,4,0.6
3666,3666,IT3190,Nhập môn Học máy và khai phá dữ liệu,3(3-1-0-6),3,4,0.6
3667,3667,IT3420,Điện tử cho CNTT,2(2-1-0-4),2,3,0.5
3668,3668,IT3931,Project II,2(0-0-4-8),2,4,0.5
3669,3669,IT3932,Project II,3(0-0-6-12),3,6,0.7
3670,3670,IT3940,Project III,3(0-0-6-12),3,6,0.5
3671,3671,IT3942,Project III,3(0-0-6-12),3,6,0.7
3672,3672,ME2102,Sức bền vật liệu,2(2-1-0-4),2,3,0.7
3673,3673,ME2201,Đồ họa kỹ thuật II,2(2-1-0-4),2,3,0.7
3674,3674,ME2202,Sức bền vật liệu II,2(2-0-1-4),2,3.5,0.7
3675,3675,ME2203,Nguyên lý máy,2(2-0-1-4),2,3.5,0.6
3676,3676,ME2211,Cơ học kỹ thuật II,3(2-2-0-6),3,4,0.7
3677,3677,ME3031,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,0.7
3678,3678,ME3101,Chi tiết máy,2(2-0-1-4),2,3.5,0.6
3679,3679,ME3102,Nguyên lý gia công vật liệu,2(2-0-1-4),2,3.5,0.7
3680,3680,ME3103,Dung sai lắp ghép và Kỹ thuật đo,3(3-0-1-6),3,4.5,0.7
3681,3681,ME3104,Chế tạo phôi,2(2-0-1-4),2,3.5,0.7
3682,3682,ME3108,Cơ học kỹ thuật II,2(2-1-0-4),2,3,0.7
3683,3683,ME3201,Cơ sở Máy công cụ,2(2-0-1-4),2,3.5,0.7
3684,3684,ME3202,Kỹ thuật điều khiển tự động,2(2-0-1-4),2,3.5,0.7
3685,3685,ME3203,Công nghệ gia công áp lực,2(2-0-1-4),2,3.5,0.7
3686,3686,ME3205,Công nghệ chế tạo máy,3(3-0-1-6),3,4.5,0.7
3687,3687,ME3209,Robotics,3(3-1-0-6),3,4,0.7
3688,3688,ME3212,Chi tiết máy,2(2-0-1-4),2,3.5,0.6
3689,3689,ME3232,Đồ án chi tiết máy,2(0-4-0-4),2,4,1
3690,3690,ME4159,Đồ gá,2(2-0-1-4),2,3.5,0.7
3691,3691,MI2150,Đại số đại cương,2(2-1-0-4),2,3,0.7
3692,3692,MI3041,Giải tích số,2(2-1-0-4),2,3,0.7
3693,3693,MI3042,Phương pháp số,2(2-1-0-4),2,3,0.7
3694,3694,MI3342,Kiến trúc máy tính,2(2-1-0-4),2,3,0.7
3695,3695,MSE2000,Nhập môn KH&KT vật liệu,3(2-2-0-6),3,4,0.7
3696,3696,BEM4417,Quản trị sản xuất,3(3-1-0-6),3,4,0.7
3697,3697,BEM3522,Quản trị tài chính,3(3-1-0-6),3,4,0.7
3698,3698,BEE4114,Quy hoạch hệ thống điện,3(3-1-0-6),3,4,0.7
3699,3699,BEE5060,Sử dụng máy tính trong phân tích HTĐ,3(3-1-0-6),3,4,0.7
3700,3700,BEE4041,Thí nghiệm HTĐ II,1(0-0-2-2),1,3,0.7
3701,3701,BEE4051,Thí nghiệm HTĐ I,1(0-0-2-2),1,3,0.7
3702,3702,BEM3230,Thống kê ứng dụng,3(3-0-0-6),3,3,0.7
3703,3703,BEM4350,Thực tập tốt nghiệp,2(0-4-0-8),2,5,0.5
3704,3704,BEE5100,Thực tập tốt nghiệp,3(0-0-6-6),3,7.5,0.5
3705,3705,BEE4108,Tối ưu hóa chế độ HTĐ,3(3-1-0-6),3,4,0.7
3706,3706,BEM3170,Văn hóa kinh doanh,2(2-0-0-4),2,2,0.7
3707,3707,MSE4507,Mô phỏng mức nguyên tử,3(2-1-1-6),3,4.5,0.7
3708,3708,TEX4415,Mỹ thuật trang phục,2(1-2-0-4),2,3,0.6
3709,3709,ET3901,Thông tin vô tuyến,3(3-0-1-6),3,4.5,0.7
3710,3710,ET4091,Kỹ thuật siêu cao tần,3(3-1-0-6),3,4,0.7
3711,3711,IT3082E,Computer Network,2(2-0-0-4),2,2,0.7
3712,3712,IT3292E,Database,2(2-0-0-4),2,2,0.7
3713,3713,IT3102E,Object-Oriented Language and Theory (Java),3(2-0-2-6),3,5,0.6
3714,3714,IT3282E,Computer Architecture,2(2-0-0-4),2,2,0.7
3715,3715,IT3022,Toán rời rạc,2(2-0-0-4),2,2,0.7
3716,3716,IT3072,Hệ điều hành,2(2-0-0-4),2,2,0.7
3717,3717,IT3082,Mạng máy tính,2(2-0-0-4),2,2,0.7
3718,3718,IT3240,Lập trình C (nâng cao),2(0-0-4-4),2,6,0.7
3719,3719,IT4082,Kỹ thuật phần mềm,2(2-1-0-4),2,3,0.7
3720,3720,CH4259,Nhiệt động kỹ thuật hóa học,3(3-1-0-6),3,4,0.7
3721,3721,EE5143,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
3722,3722,FL1140,Kỹ năng thuyết trình tiếng Anh,2(3-0-0-4),2,3,0.7
3723,3723,MI3093,Cơ sở dữ liệu,3(3-1-0-6),3,4,0.7
3724,3724,MI4133,Đồ án môn học chuyên ngành,1(0-1-0-4),1,2,1
3725,3725,MI4173,Các mô hình ngẫu nhiên và ứng dụng,3(3-1-0-6),3,4,0.7
3726,3726,MI4243,CĐ4: Một số PP toán học trong tài chính,2(2-1-0-4),2,3,0.7
3727,3727,PH5113,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
3728,3728,ET3166,Cấu trúc dữ liệu,3(3-1-0-6),3,4,0.7
3729,3729,FL3586,Kỹ năng giao tiếp kỹ thuật,3(2-2-0-6),3,4,0.7
3730,3730,ME5016,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7
3731,3731,ME5116,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
3732,3732,MSE3026,Vật liệu y sinh,3(2-1-0-6),3,3,0.7
3733,3733,EE4443,Hệ thống điều khiển lập trình,4(3-1-0.5-8),4,5,0.7
3734,3734,ET2000E,Nhập môn kỹ thuật điện-điện tử,3(2-0-2-6),3,5,0.7
3735,3735,ET3300E,Thiết kế hệ thống số 2,4(4-1-0-8),4,5,0.7
3736,3736,ET3230E,Điện tử tương tự I,4(3-1-1-8),4,5.5,0.7
3737,3737,EE3000E,Tín hiệu và hệ thống,4(3-2-0-8),4,5,0.5
3738,3738,EE5043,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7
3739,3739,PH5013,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7
3740,3740,IT4865,Tính toán phân tán,3(3-1-0-6),3,4,0.7
3741,3741,CH4046,Thiết bị nhà máy lọc hóa dầu,2(2-1-0-4),2,3,0.7
3742,3742,EE1024E,Nhập môn kỹ thuật ngành điện,2(1-1-1-4),2,3.5,0.5
3743,3743,ED3280,Tâm lý học ứng dụng,2(1-2-0-4),2,3,0.7
3744,3744,EM1180,Văn hóa kinh doanh và tinh thần khởi nghiệp,2(2-1-0-4),2,3,0.7
3745,3745,ET3262,Tư duy công nghệ và thiết kế kỹ thuật,2(1-2-0-4),2,3,0.7
3746,3746,TEX2020,Technical Writing and Presentation,3(2-2-0-6),3,4,0.7
3747,3747,TEX3013,Quản lý sản xuất ngành dệt,2(2-1-0-4),2,2,0.7
3748,3748,TEX3123,Thiết kế mỹ thuật công nghiệp,2(1-2-0-4),2,3,0.5
3749,3749,TEX4402,Tin học ứng dụng trong sản xuất công nghiệp may,3(0-0-6-6),3,6,0.6
3750,3750,TEX4404,Thiết kế giầy cơ bản ,3(2-0-2-6),3,5,0.6
3751,3751,TEX4405,Hình họa thời trang cơ bản,2(1-2-0-4),2,3,0.6
3752,3752,TEX4411,Chuẩn bị dệt,2(2-0-0-4),2,2,0.7
3753,3753,TEX4412,Thiết kế và gia công sản phẩm dệt kim,2(1-2-0-4),2,2,0.6
3754,3754,TEX4414,Thiết kế sản phẩm da,2(1-2-0-4),2,3,0.6
3755,3755,TEX4421,Kỹ thuật kéo sợi xơ ngắn,4(4-0-0-8),4,4,0.7
3756,3756,TEX4422,Thiết kế dây chuyền may,3(2-2-0-4),3,4,0.6
3757,3757,TEX4424,Thiết kế giầy nâng cao ,2(0-0-4-4),2,2,0.5
3758,3758,TEX4425,Hình họa thời trang nâng cao,2(1-2-0-4),2,3,0.6
3759,3759,TEX4431,Kỹ thuật dệt kim cơ bản,2(2-1-0-4),2,2,0.7
3760,3760,TEX4441,Kỹ thuật dệt thoi,4(4-0-0-8),4,4,0.7
3761,3761,TEX4442,Công nghệ sản xuất sản phẩm may,3(2-2-0-6),3,4,0.6
3762,3762,TEX4444,Thực hành công nghệ sản xuất giầy,3(0-0-6-6),3,9,0.5
3763,3763,TEX4445,Phát triển ý tưởng thời trang,2(2-1-0-4),2,2,0.6
3764,3764,TEX4451,Kỹ thuật dệt kim hoa,2(2-1-0-4),2,3,0.7
3765,3765,TEX4453,Thực hành công nghệ nhuộm – in hoa - hoàn tất sản phẩm dệt may,2(0-0-4-4),2,6,0.5
3766,3766,TEX4462,Thực hành thiết kế trang phục,2(0-0-4-4),2,6,0.5
3767,3767,TEX4463,Công nghệ và thiết bị tiền xử lý sản phẩm dệt,2(2-0-1-4),2,3.5,0.6
3768,3768,TEX4464,Công nghệ cắt may sản phẩm da giầy,2(2-1-0-4),2,2,0.6
3769,3769,TEX4471,Công nghệ không dệt,2(2-0-0-4),2,2,0.7
3770,3770,TEX4473,Công nghệ và thiết bị nhuộm – in hoa sản phẩm dệt,3(3-1-0-6),3,4,0.7
3771,3771,EM2132,Toán kinh tế 2,2(2-1-0-4),2,3,0.7
3772,3772,TEX4483,Phân tích sinh thái vật liệu dệt may,2(2-0-1-4),2,3.5,0.7
3773,3773,TEX4484,Công nghệ gò ráp đế và hoàn tất giầy,2(2-1-0-4),2,2,0.6
3774,3774,TEX4493,Công nghệ-thiết bị hoàn tất và kỹ thuật đo màu,3(3-1-0-6),3,4,0.7
3775,3775,TEX4501,Kỹ thuật kéo sợi không cọc,2(2-0-0-4),2,2,0.7
3776,3776,TEX4511,Thiết kế dây chuyền kéo sợi,2(2-0-0-4),2,2,0.7
3777,3777,TEX4521,Thực hành sợi 1,2(0-0-4-4),2,6,0.5
3778,3778,TEX4531,Công nghệ sản xuất vải dệt thoi,2(2-1-0-4),2,3,0.7
3779,3779,TEX4541,Công nghệ sản xuất vải dệt kim,2(2-1-0-4),2,3,0.7
3780,3780,TEX4551,Thực hành dệt 1,2(0-0-4-4),2,6,0.5
3781,3781,TEX4561,Thiết kế dây chuyền dệt,2(2-0-0-4),2,2,0.7
3782,3782,TEX4571,Công nghệ sản xuất sợi,2(2-1-0-4),2,3,0.7
3783,3783,TEX4901,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.7
3784,3784,BF4705,Kỹ thuật lên men,3(2-2-0-6),3,4,0.7
3785,3785,IT4593,Nhập môn kỹ thuật truyền thông,2(2-1-0-4),2,3,0.7
3786,3786,IT4172,Xử lý tín hiệu,2(2-1-0-4),2,3,0.7
3787,3787,IT4611,Các hệ thống phân tán và ứng dụng,2(2-1-0-4),2,3,0.6
3788,3788,IT2030,Technical Writing and Presentation,3(2-2-0-6),3,4,0.5
3789,3789,IT4651,Thiết kế và triển khai mạng IP,3(2-0-2-6),3,5,0.5
3790,3790,IT4735,IoT và ứng dụng,2(2-1-0-4),2,3,0.6
3791,3791,IT4350,Kiến trúc các hệ thống thông tin và ứng dụng,3(3-1-0-6),3,4,0.6
3792,3792,IT4653,Học sâu và ứng dụng,2(2-1-0-4),2,3,0.5
3793,3793,IT4906,Tính toán tiến hóa,3(3-1-0-6),3,4,0.7
3794,3794,IT4788,Phát triển ứng dụng đa nền tảng,3(2-2-0-6),3,4,0.6
3795,3795,IT4663,Tối ưu lập kế hoạch,3(3-1-0-6),3,4,0.5
3796,3796,EM4336,Thương mại điện tử,2(2-1-0-4),2,3,0.7
3797,3797,BF4511,Enzym trong công nghệ thực phẩm,2(2-0-0-4),2,2,0.7
3798,3798,BF4512,Bao bì thực phẩm,2(2-0-0-4),2,2,0.7
3799,3799,BF4521,Phụ gia Thực phẩm,2(2-0-0-4),2,2,0.7
3800,3800,BF4514,Công nghệ lạnh Thực phẩm,2(2-1-0-4),2,3,0.7
3801,3801,BF4515,Bảo quản sau thu hoạch,2(2-0-0-4),2,2,0.7
3802,3802,BF4506,Quản lý chất thải trong công nghiệp thực phẩm,2(2-0-0-4),2,2,0.7
3803,3803,BF4522,Kỹ thuật phân tích cảm quan thực phẩm,2(1-0-2-4),2,4,0.7
3804,3804,BF4518,Đồ án chuyên ngành CNTP,2(0-1-3-6),2,4,0.7
3805,3805,BF4513,Kiểm soát vi sinh vật trong Thực phẩm,2(1-0-2-4),2,4,0.7
3806,3806,BF4523,Phân tích thành phần lý hóa thực phẩm,2(1-0-2-4),2,4,0.7
3807,3807,BF4524,Hệ thống quản lý và đảm bảo chất lượng thực phẩm,3(2-2-0-6),3,4,0.7
3808,3808,BF4525,Thống kê ứng dụng trong Công nghệ Thực phẩm,2(2-1-0-4),2,3,0.7
3809,3809,BF4526,Marketing thực phẩm,2(2-0-0-4),2,2,0.7
